User,Tweet,Language
Valfab1,"RT @FibroPetition: #Fibromyalgia #MECFS #CFS #ChronicPain #Chronicillness #Anxiety #Depression #IBS #Endometriosis #Costochondritis #Spoonies #InvisibleIllness #StrongerTogether #UK #NotAllDisabilitiesAreVisible 
#FibromyalgiaAwarenessMonth
#WeNeedACure
PLEASE RT ? https://t.co/3TyBmpQ09H",en
AmyLynn4Jesus,"Amy Samuel Ministries: Don't Despise the Valley 
#amwriting #writerscommunity #christianliving #JesusLife #Bibletruth #valley #depression #actorslife #acting #author #manyhats #mommy #christianity #holyspirit #love #life #saturday 
https://t.co/6A4IGA8AkE",en
myfuckinlsd,"I dont want to study but if i dont do it, i will die the next year #depression",en
JanBloemendaal,#life #love #live #you #me #stress #anxiety #depression #mentalhealth #instagood #mallupost #school #instagram #wellness #health #mallutypography #meme #typography_kerala #typography #typographydesign #maturita2019… https://t.co/I8m4PYW89l,en
brotha_wolf,"Facebook had a role in revealing the fakeness and ugliness of those I thought were friends. I left in 2010, but stupidly came back to contact an old aquaintance in 2014. Then, I left again in 2018 when I realized how toxic it was on my #depression. #DeleteFacebook",en
tweediehypnosis,"Get help with Binge Eating, Anxiety, Fears, Anger, Intrusive thoughts, Self Sabotage, Weight Loss and more.

See my website for more: https://t.co/4sNlUzhU8s
 
#hypnosis #hypnotherapist #wellness #anxiety #transformation #mentalhealth #therapy #depression #happiness #weightloss https://t.co/yCxxui1MTW",en
serenebutterfly,"""#Depression is like a parasite feeding off your insecurities. It eats you from within, it drains you. It steals your self worth and your confidence. It zaps every ounce of energy and motivation from you. It takes your life."" https://t.co/MWWKFiiAi0 via @JourneyFog #mentalhealth",en
DigitalSages,"RT @worldgoesvegan: Go vegan, stop the abuse, stop the slaughter. #bacon #pork #sadness #depression #animalrights #directaction #govegan #veganism #SaturdayThoughts #breakfast #plantbased https://t.co/Wwt2EejlEk",en
TheLazyGrizzly,RT @Secret_Vent: I’m clearly having a #mentalhealth  day. Got sent this and it’s sadly so true. Please be aware of your friends. Take that extra minute to check on them. A text/phone call could mean everything #depression #secretvent https://t.co/Zj9cca8Hzj,en
lisamanus,"RT @RobertJW4688: I could chisel a
smile into the
septic sky above me but
it would remain
vile as
weeping self-esteem.

#vss365
#poetry
#micropoetry
#poem
#poems
#amwriting
#depression
#writing",en
ysong78,RT @Secret_Vent: I’m clearly having a #mentalhealth  day. Got sent this and it’s sadly so true. Please be aware of your friends. Take that extra minute to check on them. A text/phone call could mean everything #depression #secretvent https://t.co/Zj9cca8Hzj,en
WorldObesity1,"More info: https://t.co/aIHQPbt7hw 

Effect of Artificial #Sweeteners on #Obesity #Risk in #Children #Nutrition #PediatricHealthcare #overweight #childhoodobesity #InfectiousDiseases #PrevalenceofObesity #Poorhealth #Depression #Eatingdisorders #type2diabetes #Hypertension more. https://t.co/CFP1HOgcyo",en
mentalhealthLC,Let's #getloud. Let's strengthen &amp; empower farmers with tools to help! Farmers bring it home &amp; we need them. @domoreag @curb1961 @FCCagriculture @CFAFCA @NFUOntario @grainfarmers @ontariobeef #mentalhealth #MHFA #farmers #depression #stress #anxiety https://t.co/a3OUOGrY0H,en
SprinkleCourage,RT @ChloeZara11: Editing new Sprinkle of Courage Video! ???????? #vlogger #mentalhealth #mentalillness #support #supportgroup #sefhelp #selfharm #depression #suicide #recovery #selfworth #selflove #anxiety #inspiration #motivation… https://t.co/o1ROf9lsMY,en
SprinkleCourage,RT @ChloeZara11: Filming new Sprinkle of Courage Video! ???????? #vlogger #mentalhealth #mentalillness #support #supportgroup #selfhelp #selfharm #depression #suicide #recovery #selfworth #selflove #anxiety #inspiration #motivation… https://t.co/uFvLXCv83T,en
audisability,Feeling lonely or just want to make new friends? Come join our free #disability &amp; #NDIS community to chat in a tolerant &amp; respectful environment : https://t.co/7VjW4FphPb Our members include #Autism #Depression #anxiety #mentalhealth #mentalillness #blindness #socent,en
fox_godson,"Ready for a ChAnGEe?
Fox Godson

#instagood #photooftheday #sexaddictiontreatment #addicted #pornaddiction #changeisgood #nofapmotivation #addictionsucks #changes #depression #sadness #nostalgia90an #chicassexys #pornorama #posterdesign #change #fap #motivational_quotes #ego https://t.co/sLaXhDS4hp",en
maysolent,"NO ?

????

#Jogor
#Depression
#30BG
#Obo
#Wahala
#SimiSeeTrouble
#Funny
#Jokes
#Comedy
#TheWobeyDjTour2019
#TasuedInvasion 
#FreeNairaMarley
#WobeyDj
#OauInvasion… https://t.co/nmU7koww32",en
TheRockPoolOrg,"RT @TheRockPoolOrg: Our article on #depression is written from the perspective of those supporting loved ones with #mentalillness our founder shares what gives her the #strength and resources to support those she loves. 
https://t.co/BfPsvYGnLg https://t.co/awnnXzRYlm",en
cjkaruna,"RT @refugeingrief: Telling people to suck it up, move on, put it behind you, pretend you're happy has created epidemics of #addiction, #depression, &amp; #suicidality. It seems counterintuitive, but true comfort in #grief is in acknowledging the #pain, not in trying to make it go away. #griefrevolution https://t.co/nesJOR5J9m",en
Dante_Rguez,"RT @JAMA_current: The evidence regarding lifestyle modification (ie, #exercise and #diet) for major depressive disorder is promising, although the core symptoms of severe #depression make implementation challenging https://t.co/EaYcJAGds0",en
MissBecLeigh,"When self doubt creeps in, I'm just gonna keep choosing me til someone else does! ?
#selflove #conqueringfears #iamworthy #depression #believeinyourself https://t.co/UgbPku8ptR",en
worldgoesvegan,"Go vegan, stop the abuse, stop the slaughter. #bacon #pork #sadness #depression #animalrights #directaction #govegan #veganism #SaturdayThoughts #breakfast #plantbased https://t.co/Wwt2EejlEk",en
MSG0816,"RT @JAMA_current: The evidence regarding lifestyle modification (ie, #exercise and #diet) for major depressive disorder is promising, although the core symptoms of severe #depression make implementation challenging https://t.co/EaYcJAGds0",es
meowomeyyy,"RT @trashofhumans: I want to tell someone but I just can't

#depression #depressed #depressing #suicide #suicidal #suicidalthoughts #anxiety #socialanxiety #selfharm #lost #pain #tired #exhausted #trust #trustissues",en
SkypeTherapist,Online Therapy Sessions USA – Talk to a Therapist via Skype. See: https://t.co/HZO2IVEet9 #onlinetherapy #anxiety #depression,en
PavanSonar,"Health Mantra - Know about Depression. 
????? ????? ??????? ????. ???.??? ????? 
#Depression #MentalHealth #Awareness #Mumbai #Marathi 
https://t.co/4dUDZo6lG9",en
tahu88,"RT @Saksakame: Sebuah kampanye kecil saya dalam upaya melawan bahaya depresi. Melalui balutan musik rock progressive ala #Mi?R?R, semoga dapat meningkatkan kesadaran masyarakat akan pentingnya menjaga kesehatan mental di tengah masyarakat. #mirror #segera #progressiverock #indonesia #depression https://t.co/IPbMQhoP2B",en
LeighLimAtienza,"doves and war cries...
.
.
.
#haiku #poem #poetry #poemsofinstagram #poetrycommunity #writer #writersofinstagram #spilledink #mobilephotography #iphonephotography #amateurphotography #fighting #depression #anxiety… https://t.co/2VFKijneo1",en
nyghtphyre,"You know, J.K Rowling was right about one thing-

Chocolate really does help after the dementors come to prey upon your worst fears and suck out part of your soul. #Anxiety #depression #dementors",en
BookClubPro1,"Steps to a Happier Self ~ My recipe for life consists of a little bit of this and a little bit of that borne from my life experiences.
Overcoming #depression #selfhelp #inspirational #joy #love #FREE with #KindleUnlimited  
https://t.co/G5oDC3dCNL
by @dolormarie",en
TweetUrOpinioon,"Can we reach 1000 before June? (Defend #LGBTQ and #Depression representation on TV on #TheMagicians) #Batman #Dynasty #BoyWithLuv15thWin #WhatAreYouDoingNow #WhatIfnetflix #LGBTQ #LGBT???????? #FilloryFam #SYFY #Riverdale #Skam #Rocketman 
https://t.co/dCzzPcM5Mw",fr
jeecee_vergara,RT @LowerDepression: What people never understand is that #depression isn't about the outside; it's about the inside.,en
findmywellbeing,"That #saturday feeling when you are taking care of you ??

#mywellbeing #mentalhealth #therapy #nyctherapist #selflove #selfcare  #anxiety #anxietyrelief #depression #socialanxiety #endthestigma #mentalhealthawareness #mentalhealthsupport #mentalhealthawarenessmonth #weekend https://t.co/oFJhR3BZXX",en
asfoura77,"RT @FMTraining_: https://t.co/UOJslh5cTW
Integrated #Obesity, #Depression Treatment May Be Beneficial",en
WCCPublicHealth,"The first step is the hardest when talking about your #mentalhealth. Get support, advice &amp; tips from those going through something similar on https://t.co/acrEsDCAKU #shareyourstory #peersupport #onlinecommunity #clinicalsupport #anxiety #depression #endthestigma https://t.co/0athvONjOr",en
allentien,A Core #Depression Measure: Inverse amount of brain computing effort (thinking) and thus planned action one assigns to long-term life improvement for self and others #BrainFunction #EmotionLogic ++#SharedFacts,en
ViralExposureP,"? Living with acute depression ?
RETWEET SHARE SUPPORT DONATE
@Pet1970bun #Depression #Help #Support #Donate #ViralExposureP #CrowdFund #Crowdfunding @Gofundme #Gofundme #Fundraising
??
SUPPORT
??
https://t.co/9MGGTRnnO0 https://t.co/tjDNnKRB0y",en
AnPound,"?Read our new anonymous blog post which gives you tips on how to help - https://t.co/l7mayzZdQY?
o?
o?
o?
#mentalhealth #mentalhealthawareness #depression #recovery #depressionrecovery #eatingdisorders #eatingdisorderrecovery #letsbeateatingdisorders #ed ? https://t.co/KPRfIAGZGg",en
Brit_MKTJ,"When your mental health actually starts to improve after months, and then one thing comes along and knocks you back to where you were! So much progress lost! ? #MentalHealthAwarenessMonth #mentalhealth #depression #anxiety #PTSD #pissedoffisnottheword",en
Dounafa2,"Pire à un âge précoce, des jeunes paumés, des gosses, les parents culpabilisent, se pointent du doigt, s’accusent. Perdus, déroutés, désarmés, ils s’en veulent, se déchirent, cessent de s’aimer. Seul moyen, s’entourer, se faire aider. 2/2 #dépression #parent #enfant #viedemedecin",en
GNVMomsBlog,This is What #Suicide Looks Like https://t.co/I1R3iofacH #suicideprevention #suicideawareness #depression #mentalhealth #EndTheStigma https://t.co/gA73ydz5Qp,en
Alberto_Lorite,Estas fotos me dan mucho que pensar... #depression #depresion  #procrastination https://t.co/DVi4kdSmHx,es
MEEKSVS,"RT @oliviabehaviour: Good news: Parents who have children with autism are not at higher risk for divorce.

Bad news: Parents who have children with autism are at greater risk for #depression.

https://t.co/W8Zv4RfE4r

https://t.co/6Kk7G2om6D

#MentalHealthAwareness #AutismDoesntEndAtFord",en
Crusher2412,Jumping in to Saturday like... #motivated #inthemoment #saturday #saturdayvibes #mind #mindful #mindfulness #mindfulliving #meditate #meditation #mentalhealthawareness #ptsd #anxiety #depression #love #loveyourself… https://t.co/jV9gVTlLjg,en
LowerDepression,What people never understand is that #depression isn't about the outside; it's about the inside.,en
Constantlycrav1,"RT @FibroPetition: #Fibromyalgia #MECFS #CFS #ChronicPain #Chronicillness #Anxiety #Depression #IBS #Endometriosis #Costochondritis #Spoonies #StrongerTogether #UK #NotAllDisabilitiesAreVisible 
#FibromyalgiaAwarenessMonth
#WeNeedACure
PLEASE RT ?

https://t.co/cTMFNaoVVG",en
BekaLombardo,"DON'T FORGET! THE SHOWS START AT 11:00 AM!!

Here's the link:

https://t.co/1sbusNT5QD

We've got 3 fantastic guests!

#KeepTalkingMH #bipolar #depression #anxiety #mentalillness #suicideprevention #podcast #author #blogger",en
Medioandcares,"""Men Depression"" is a label that is commonly being used to describe the growing number of males suffering from cases of depression

for more info ?? https://t.co/S8uHHkCpvQ

#DepressionAndMe #depression #mensdepression #depressiontreatment #anxiety #sad #depressed #mentalhealth https://t.co/erOP4kdtG9",en
SkypeTherapist,Therapy via Skype UK. Online Mindfulness Therapy for Anxiety &amp; Depression available for residents of the UK and Europe. See: https://t.co/4yBp1wr6sx #onlinetherapy #anxiety #depression,en
MeldaOra,Good morning????feeling depressed? Then play this song and be relieved have a nice day #depressed #depression #DepressionIsReal #SaturdayMotivation #mercychinwo #SaturdayMorning https://t.co/BBijtoVtFn,en
NeilDso34803905,"RT @anandchokshi19: These 5 #asanas are great for expelling negative energy, #stress and #anxiety. Try them for yourself and see if they bring more light into your life. https://t.co/qnDrZV3ZyX #mentalhealth #depression https://t.co/H7RuflZHUA",en-gb
ros_tinkler,"RT @FibroPetition: #Fibromyalgia #MECFS #CFS #ChronicPain #Chronicillness #Anxiety #Depression #IBS #Endometriosis #Costochondritis #Spoonies #InvisibleIllness #StrongerTogether #UK #NotAllDisabilitiesAreVisible 
#FibromyalgiaAwarenessMonth
#WeNeedACure
PLEASE RT ? https://t.co/LtayisHNcf",en
ros_tinkler,"RT @FibroPetition: #Fibromyalgia #MECFS #CFS #ChronicPain #Chronicillness #Anxiety #Depression #IBS #Endometriosis #Costochondritis #Spoonies #InvisibleIllness #StrongerTogether #UK #NotAllDisabilitiesAreVisible 
#FibromyalgiaAwarenessMonth
#WeNeedACure
PLEASE RT ? https://t.co/Yn8JW9f3jR",en
DispatchOdyssey,RT @SteveDWarneke: Law Enforcement Distress Syndrome has been proven to affect police officers. Stay tuned next week for my full report. #anxiety #depression #MentalHealthAwarenessMonth #police #policeweek #LEDS https://t.co/ISTIZbjgII,en
